datetime,portfolio_value,cash,return
2005-01-03 09:30:00-05:00,100000.0,100000.0,
2005-02-03 09:30:00-05:00,99991.09063100826,99566.7908508464,-8.909368991738553e-05
2005-03-06 09:30:00-05:00,100012.87051434151,99123.8303994095,0.00021781823956312785
2005-03-07 09:30:00-05:00,100017.31389819382,99123.8303994095,4.442812039551214e-05
2005-04-07 10:30:00-04:00,99979.42644638036,98685.71857913466,-0.00037880893154196293
2005-05-08 10:30:00-04:00,99950.66231607148,98230.53718240325,-0.0002877004933039551
2005-05-09 09:30:00-04:00,99952.86367599614,98230.53718240325,2.2024465607728416e-05
2005-06-09 09:30:00-04:00,100012.58015338042,97762.75976789166,0.0005974463881079917
2005-07-10 09:30:00-04:00,100029.93994835476,97294.5473909961,0.00017357611360213632
2005-07-11 09:30:00-04:00,100044.81960061331,97294.5473909961,0.0001487519863176967
2005-08-11 09:30:00-04:00,100086.65038181549,96815.11643875772,0.0004181204121229687
2005-09-11 09:30:00-04:00,100113.3577474481,96336.37826420036,0.00026684243633612326
2005-09-12 09:30:00-04:00,100103.64595707739,96336.37826420036,-9.700793769407134e-05
2005-10-13 09:30:00-04:00,99898.25835347755,95861.58506305567,-0.002051749480612375
2005-11-13 08:30:00-05:00,100097.69155664294,95394.0385160475,0.0019963631644079882
2005-11-14 09:30:00-05:00,100114.46998264207,95394.0385160475,0.00016762050890695157
2005-12-15 09:30:00-05:00,100284.03480111569,94931.64214086579,0.001693709395884646
2006-01-15 09:30:00-05:00,100317.13217783054,94488.00077249797,0.0003300363490608138
2006-01-17 09:30:00-05:00,100300.35657714581,94488.00077249797,-0.00016722568040516972
2006-02-17 09:30:00-05:00,100341.81122000542,94048.06607463086,0.0004133050397254756
2006-03-20 09:30:00-05:00,100424.86461743264,93600.88928451005,0.0008277047864435616
2006-04-20 10:30:00-04:00,100483.34258494299,93149.11277359842,0.0005823056643703417
2006-05-21 10:30:00-04:00,100162.84170680493,92681.72837900814,-0.003189592124357543
2006-05-22 09:30:00-04:00,100216.15983695521,92681.72837900814,0.0005323144715316808
2006-06-22 09:30:00-04:00,100036.82791180754,92213.54702782369,-0.001789451176730572
2006-07-23 09:30:00-04:00,100044.16683981584,91741.88364019449,7.336226229370801e-05
2006-07-24 09:30:00-04:00,100146.9113229205,91741.88364019449,0.0010269912414699878
2006-08-24 09:30:00-04:00,100404.6533067148,91275.22520812886,0.002573638871030459
2006-09-24 09:30:00-04:00,100559.31127633945,90811.40248409363,0.0015403466326624482
2006-09-25 09:30:00-04:00,100616.29094430446,90811.40248409363,0.0005666274683249206
2006-10-26 09:30:00-04:00,101089.30469166991,90358.62887144998,0.0047011646218133585
2006-11-26 08:30:00-05:00,101220.94419030439,89895.13516587814,0.0013022099522397301
2006-11-27 09:30:00-05:00,101224.17405555864,89895.13516587814,3.190906071948163e-05
2006-12-28 09:30:00-05:00,101403.195918801,89433.97255895761,0.0017685682784043255
2007-01-28 09:30:00-05:00,101417.16541738008,88969.75334893083,0.00013776191620507028
2007-01-29 09:30:00-05:00,101383.98819130592,88969.75334893083,-0.00032713619965241136
2007-03-01 09:30:00-05:00,101125.86761213801,88506.06286448405,-0.002545969869333309
2007-04-01 10:30:00-04:00,101390.70529527367,88039.91514622387,0.002618891579268645
2007-04-02 09:30:00-04:00,101466.77526676671,88039.91514622387,0.0007502657296989401
2007-05-03 09:30:00-04:00,102222.44060683766,87580.20823029375,0.007447416536932705
2007-06-03 09:30:00-04:00,102502.13776686107,87109.73510926495,0.0027361620243364637
2007-06-04 09:30:00-04:00,102522.18901449477,87109.73510926495,0.00019561784827648587
2007-07-05 09:30:00-04:00,102381.75060877395,86646.45991361504,-0.0013698342482812986
2007-08-05 09:30:00-04:00,101511.97327456762,86159.38780126427,-0.008495433307542877
2007-08-06 09:30:00-04:00,101696.14847766701,86159.38780126427,0.001814319997516467
2007-09-06 09:30:00-04:00,101755.48791181264,85658.91730003011,0.0005834973598697335
2007-10-07 09:30:00-04:00,102765.12315612916,85157.13712742635,0.009922169949118986
2007-10-08 09:30:00-04:00,102788.9200239986,85157.13712742635,0.0002315656045415171
2007-11-08 08:30:00-05:00,101900.17126838374,84616.86999682068,-0.008646347830168377
2007-11-08 09:30:00-05:00,101900.17126838374,84616.86999682068,0.0
2007-12-09 09:30:00-05:00,102312.99567246507,84088.50471320952,0.004051263103317382
2007-12-10 09:30:00-05:00,102296.14573426798,84088.50471320952,-0.0001646901069247697
2008-01-10 09:30:00-05:00,100860.3356903033,83571.2123368237,-0.014035817612273016
2008-02-10 09:30:00-05:00,100018.91434882545,83025.76935843588,-0.008342440422382413
2008-02-11 09:30:00-05:00,100020.1924118149,83025.76935843588,1.2778212978847847e-05
2008-03-13 10:30:00-04:00,99976.67723387622,82469.16722289253,-0.00043506392948644557
2008-04-13 10:30:00-04:00,100033.82104994378,81912.34918576729,0.000571571466952081
2008-04-14 09:30:00-04:00,100086.88331315434,81912.34918576729,0.0005304432306356688
