time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
1998-01-02 09:30:00-05:00,DCA,fc3e69addedd45889f595e70e9eb0631,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-01-02 09:30:00-05:00,DCA,fc3e69addedd45889f595e70e9eb0631,SPY,buy,market,fill,1,gtc,0.0,1,stock,97.3125,4.316481327135677,0.0
1998-02-02 09:30:00-05:00,DCA,13c1e4b3c81b485c8a64a775864939fc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-02-02 09:30:00-05:00,DCA,13c1e4b3c81b485c8a64a775864939fc,SPY,buy,market,fill,1,gtc,0.0,1,stock,99.90625,4.596626882294112,0.0
1998-03-05 09:30:00-05:00,DCA,afc2b6b0d3e646f6bf4a2925011ee849,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-03-05 09:30:00-05:00,DCA,afc2b6b0d3e646f6bf4a2925011ee849,SPY,buy,market,fill,1,gtc,0.0,1,stock,103.5,4.750942849859585,0.0
1998-04-06 09:30:00-04:00,DCA,dbe55bb6f181493d8b309f0539784ea5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-04-06 09:30:00-04:00,DCA,dbe55bb6f181493d8b309f0539784ea5,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.75,4.083078575453336,0.0
1998-05-07 09:30:00-04:00,DCA,4335904dcb4e4d4cbe41f7819d4e5db8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-05-07 09:30:00-04:00,DCA,4335904dcb4e4d4cbe41f7819d4e5db8,SPY,buy,market,fill,1,gtc,0.0,1,stock,110.0,4.24082294278147,0.0
1998-06-08 09:30:00-04:00,DCA,bc6862a38a4b472bbb3c3e2f466d0329,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-06-08 09:30:00-04:00,DCA,bc6862a38a4b472bbb3c3e2f466d0329,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.71875,4.10092437655013,0.0
1998-07-09 09:30:00-04:00,DCA,479087d854934e3d9a1ca69b9c52eba1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
