time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
1998-01-02 09:30:00-05:00,DCA,62eb601b809e40e2902452cc5c9b2732,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-01-02 09:30:00-05:00,DCA,62eb601b809e40e2902452cc5c9b2732,SPY,buy,market,fill,1,gtc,0.0,1,stock,97.3125,4.316481327135677,0.0
1998-02-02 09:30:00-05:00,DCA,79c50bc78b6547bebff8644439782af9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-02-02 09:30:00-05:00,DCA,79c50bc78b6547bebff8644439782af9,SPY,buy,market,fill,1,gtc,0.0,1,stock,99.90625,4.596626882294112,0.0
1998-03-05 09:30:00-05:00,DCA,c8d850b89a144534bb1f98d1bf988d60,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-03-05 09:30:00-05:00,DCA,c8d850b89a144534bb1f98d1bf988d60,SPY,buy,market,fill,1,gtc,0.0,1,stock,103.5,4.750942849859585,0.0
1998-04-06 09:30:00-04:00,DCA,b857529fcf854f3681c809000cb6b912,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-04-06 09:30:00-04:00,DCA,b857529fcf854f3681c809000cb6b912,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.75,4.083078575453336,0.0
1998-05-07 09:30:00-04:00,DCA,fb0255a50eb74964bc516e451a75cabc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-05-07 09:30:00-04:00,DCA,fb0255a50eb74964bc516e451a75cabc,SPY,buy,market,fill,1,gtc,0.0,1,stock,110.0,4.24082294278147,0.0
1998-06-08 09:30:00-04:00,DCA,7dd2fa1b241543688b4d32be42fc25e4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-06-08 09:30:00-04:00,DCA,7dd2fa1b241543688b4d32be42fc25e4,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.71875,4.10092437655013,0.0
1998-07-09 09:30:00-04:00,DCA,3f523602e2e346b3a1ce92191e521570,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-07-09 09:30:00-04:00,DCA,3f523602e2e346b3a1ce92191e521570,SPY,buy,market,fill,1,gtc,0.0,1,stock,116.03125,3.677712495929378,0.0
1998-08-10 09:30:00-04:00,DCA,3bf4b99ce2394c14832ec11aea2ab0b3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-08-10 09:30:00-04:00,DCA,3bf4b99ce2394c14832ec11aea2ab0b3,SPY,buy,market,fill,1,gtc,0.0,1,stock,106.78125,4.10799855377757,0.0
1998-09-10 09:30:00-04:00,DCA,f76a292f03234ec4858f5daf4df02460,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-09-10 09:30:00-04:00,DCA,f76a292f03234ec4858f5daf4df02460,SPY,buy,market,fill,1,gtc,0.0,1,stock,98.1875,4.587178957055471,0.0
1998-10-12 09:30:00-04:00,DCA,72d4ec8d14524e7fbacd295f0e26ba62,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-10-12 09:30:00-04:00,DCA,72d4ec8d14524e7fbacd295f0e26ba62,SPY,buy,market,fill,1,gtc,0.0,1,stock,99.5625,5.236221563561056,0.0
1998-11-12 09:30:00-05:00,DCA,b63e45a511ed46ff8be49aa5b727125b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-11-12 09:30:00-05:00,DCA,b63e45a511ed46ff8be49aa5b727125b,SPY,buy,market,fill,1,gtc,0.0,1,stock,112.3125,4.337423845213328,0.0
1998-12-14 09:30:00-05:00,DCA,4fc63934e3894b6b8bbaf0441ad6ca23,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-12-14 09:30:00-05:00,DCA,4fc63934e3894b6b8bbaf0441ad6ca23,SPY,buy,market,fill,1,gtc,0.0,1,stock,116.15625,4.458240514503147,0.0
1999-01-14 09:30:00-05:00,DCA,527e6dfbeaed44cda1779c84f8476246,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-01-14 09:30:00-05:00,DCA,527e6dfbeaed44cda1779c84f8476246,SPY,buy,market,fill,1,gtc,0.0,1,stock,123.625,4.158387197150069,0.0
1999-02-16 09:30:00-05:00,DCA,4b63c201c69e47c2a6db40ed155217de,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-02-16 09:30:00-05:00,DCA,4b63c201c69e47c2a6db40ed155217de,SPY,buy,market,fill,1,gtc,0.0,1,stock,124.75,3.719938959551523,0.0
1999-03-19 09:30:00-05:00,DCA,008dbdcc51564a1daf29dec46b301c70,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-03-19 09:30:00-05:00,DCA,008dbdcc51564a1daf29dec46b301c70,SPY,buy,market,fill,1,gtc,0.0,1,stock,132.3125,3.4508671528278043,0.0
1999-04-19 10:30:00-04:00,DCA,911685d8e82f4b43880704ef06283dc3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-04-19 10:30:00-04:00,DCA,911685d8e82f4b43880704ef06283dc3,SPY,buy,market,fill,1,gtc,0.0,1,stock,129.8125,3.3075610311023973,0.0
1999-05-20 10:30:00-04:00,DCA,7cd687c0e8dc448eb58a74c31484fae7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-05-20 10:30:00-04:00,DCA,7cd687c0e8dc448eb58a74c31484fae7,SPY,buy,market,fill,1,gtc,0.0,1,stock,134.125,3.20459802818942,0.0
1999-06-21 09:30:00-04:00,DCA,a09bd36252a245cd8fe4fc9ffd3364c4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-06-21 09:30:00-04:00,DCA,a09bd36252a245cd8fe4fc9ffd3364c4,SPY,buy,market,fill,1,gtc,0.0,1,stock,134.0,3.056517993490159,0.0
1999-07-22 09:30:00-04:00,DCA,1cac1a19ad3e495290bdc169358cec33,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-07-22 09:30:00-04:00,DCA,1cac1a19ad3e495290bdc169358cec33,SPY,buy,market,fill,1,gtc,0.0,1,stock,136.65625,2.977424678781604,0.0
1999-08-23 09:30:00-04:00,DCA,694f20abfa344c7392909920a1bc177b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-08-23 09:30:00-04:00,DCA,694f20abfa344c7392909920a1bc177b,SPY,buy,market,fill,1,gtc,0.0,1,stock,136.0625,3.538565939396096,0.0
1999-09-23 09:30:00-04:00,DCA,d453577cbaca4b19b5156a77c2f2ba92,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-09-23 09:30:00-04:00,DCA,d453577cbaca4b19b5156a77c2f2ba92,SPY,buy,market,fill,1,gtc,0.0,1,stock,127.75,3.7729705897644963,0.0
1999-10-25 09:30:00-04:00,DCA,709fe2e0ce3042e68a5485f369c66668,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-10-25 09:30:00-04:00,DCA,709fe2e0ce3042e68a5485f369c66668,SPY,buy,market,fill,1,gtc,0.0,1,stock,130.1875,3.3658743285949897,0.0
1999-11-26 09:30:00-05:00,DCA,b9d4158cd2874220a31b11c0fe89cef3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-11-26 09:30:00-05:00,DCA,b9d4158cd2874220a31b11c0fe89cef3,SPY,buy,market,fill,1,gtc,0.0,1,stock,142.46875,2.7736970862545736,0.0
1999-12-27 09:30:00-05:00,DCA,9a05ccc066c3425e9e4e1ab1ef55498a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1999-12-27 09:30:00-05:00,DCA,9a05ccc066c3425e9e4e1ab1ef55498a,SPY,buy,market,fill,1,gtc,0.0,1,stock,146.5,2.7987913951045074,0.0
