time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
1998-01-02 09:30:00-05:00,DCA,aa6efc0ab0ac485b8071ab472252ba72,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-01-02 09:30:00-05:00,DCA,aa6efc0ab0ac485b8071ab472252ba72,SPY,buy,market,fill,1,gtc,0.0,1,stock,97.3125,4.316481327135677,0.0
1998-02-02 09:30:00-05:00,DCA,863533458a394baf88fec4392470e2ee,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-02-02 09:30:00-05:00,DCA,863533458a394baf88fec4392470e2ee,SPY,buy,market,fill,1,gtc,0.0,1,stock,99.90625,4.596626882294112,0.0
1998-03-05 09:30:00-05:00,DCA,d0e6656cd38f49e988ab6fedc1a2e823,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-03-05 09:30:00-05:00,DCA,d0e6656cd38f49e988ab6fedc1a2e823,SPY,buy,market,fill,1,gtc,0.0,1,stock,103.5,4.750942849859585,0.0
1998-04-06 09:30:00-04:00,DCA,44663201871b4942b0b19c03919dff23,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-04-06 09:30:00-04:00,DCA,44663201871b4942b0b19c03919dff23,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.75,4.083078575453336,0.0
1998-05-07 09:30:00-04:00,DCA,cd3a408e29c34191b793a9a7d95fc23b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-05-07 09:30:00-04:00,DCA,cd3a408e29c34191b793a9a7d95fc23b,SPY,buy,market,fill,1,gtc,0.0,1,stock,110.0,4.24082294278147,0.0
1998-06-08 09:30:00-04:00,DCA,2c4a6e941b354eebb08dc64502de283b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-06-08 09:30:00-04:00,DCA,2c4a6e941b354eebb08dc64502de283b,SPY,buy,market,fill,1,gtc,0.0,1,stock,111.71875,4.10092437655013,0.0
1998-07-09 09:30:00-04:00,DCA,b35bf6fa6ae644e799573b20c9f80f6f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-07-09 09:30:00-04:00,DCA,b35bf6fa6ae644e799573b20c9f80f6f,SPY,buy,market,fill,1,gtc,0.0,1,stock,116.03125,3.677712495929378,0.0
1998-08-10 09:30:00-04:00,DCA,25fa22e5107b4c84a87673059b7eea83,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
1998-08-10 09:30:00-04:00,DCA,25fa22e5107b4c84a87673059b7eea83,SPY,buy,market,fill,1,gtc,0.0,1,stock,106.78125,4.10799855377757,0.0
1998-09-10 09:30:00-04:00,DCA,ab348f17ba91474e881c2129a5df1864,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
