datetime,portfolio_value,cash,return
1998-01-02 09:30:00-05:00,100000.0,100000.0,
1998-02-02 09:30:00-05:00,100011.19587344225,99579.9524108531,0.00011195873442249038
1998-03-05 09:30:00-05:00,100043.2273560699,99120.72065639391,0.0003202789682485996
1998-04-05 10:30:00-04:00,100176.45185389796,98628.99807143344,0.0013316693328364604
1998-04-06 09:30:00-04:00,100155.95577730902,98628.99807143344,-0.00020459974584474683
1998-05-07 09:30:00-04:00,100124.89830044823,98172.71404062652,-0.00031009116352342936
1998-06-07 09:30:00-04:00,100167.49995856718,97706.22351692057,0.00042548515745921556
1998-06-08 09:30:00-04:00,100162.69009394085,97706.22351692057,-4.801821577171683e-05
1998-07-09 09:30:00-04:00,100275.1983758053,97248.07337172786,0.0011232553933897549
1998-08-09 09:30:00-04:00,100058.46039637247,96821.34379368456,-0.0021614315697542352
1998-08-10 09:30:00-04:00,99999.85742339276,96821.34379368456,-0.0005856873346596903
1998-09-10 09:30:00-04:00,99708.74768273527,96382.686573114,-0.0029111015571248178
1998-10-11 09:30:00-04:00,99802.49823970231,95932.28293926812,0.0009402440522605637
1998-10-12 09:30:00-04:00,99761.63261230642,95932.28293926812,-0.000409464974491347
1998-11-12 08:30:00-05:00,100318.78196599249,95410.95162984607,0.005584805892774991
1998-11-12 09:30:00-05:00,100318.78196599249,95410.95162984607,0.0
1998-12-13 09:30:00-05:00,100516.92804201714,94923.80471423054,0.0019751642926828517
1998-12-14 09:30:00-05:00,100503.41808228819,94923.80471423054,-0.00013440482107951457
1999-01-14 09:30:00-05:00,100895.48005226642,94405.95221446779,0.0039009814537573906
1999-02-14 09:30:00-05:00,100962.75434986292,93891.87159722012,0.0006667721642401592
1999-02-16 09:30:00-05:00,100959.21359735784,93891.87159722012,-3.5069888176919584e-05
1999-03-19 09:30:00-05:00,101415.776688854,93427.80921201606,0.0045222528507107285
1999-04-19 10:30:00-04:00,101256.21957336989,92971.21635185753,-0.001573296785702727
1999-05-20 10:30:00-04:00,101545.71945452661,92541.85358550755,0.0028590824581096186
1999-06-20 10:30:00-04:00,101569.8971125823,92112.03687497663,0.00023809628003590433
1999-06-21 09:30:00-04:00,101536.92757886999,92112.03687497663,-0.0003245994595797441
1999-07-22 09:30:00-04:00,101731.8738124933,91702.46346384895,0.0019199540331953369
1999-08-22 09:30:00-04:00,101591.0685647562,91295.5797725892,-0.0013840819249689718
1999-08-23 09:30:00-04:00,101686.52974966272,91295.5797725892,0.0009396611951735245
1999-09-23 09:30:00-04:00,101022.2985406632,90814.11364446013,-0.006532145512633258
1999-10-24 09:30:00-04:00,101153.04929762316,90332.11665161772,0.0012942762028655963
1999-10-25 09:30:00-04:00,101226.26972152073,90332.11665161772,0.0007238578016777186
1999-11-25 08:30:00-05:00,102145.69688616578,89893.92188746376,0.009082890905438346
1999-11-26 09:30:00-05:00,102295.30781532399,89893.92188746376,0.0014646816627521542
1999-12-27 09:30:00-05:00,102657.39491554679,89498.75673070643,0.003539625696972193
