time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2005-01-03 09:30:00-05:00,DCA,f993ea0d2a3a4cb6ab249f81305757b8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-01-03 09:30:00-05:00,DCA,f993ea0d2a3a4cb6ab249f81305757b8,SPY,buy,market,fill,1,gtc,0.0,1,stock,121.55999755859375,3.5637475966942436,0.0
2005-02-03 09:30:00-05:00,DCA,8e29c33d53a5458da2a4ce5cb6ce30b0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-02-03 09:30:00-05:00,DCA,8e29c33d53a5458da2a4ce5cb6ce30b0,SPY,buy,market,fill,1,gtc,0.0,1,stock,119.05999755859375,3.720480938351265,0.0
2005-03-07 09:30:00-05:00,DCA,b60cc15ca7ef447dba2df679f3d06738,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-03-07 09:30:00-05:00,DCA,b60cc15ca7ef447dba2df679f3d06738,SPY,buy,market,fill,1,gtc,0.0,1,stock,122.66000366210938,3.571757762878523,0.0
2005-04-07 10:30:00-04:00,DCA,9f17073a63534f60ac9340e32a3fc6eb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-04-07 10:30:00-04:00,DCA,9f17073a63534f60ac9340e32a3fc6eb,SPY,buy,market,fill,1,gtc,0.0,1,stock,119.16999816894531,3.819597245324281,0.0
2005-05-09 09:30:00-04:00,DCA,cfb7e35c9d1c4fda98abc9bda941ac7a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-05-09 09:30:00-04:00,DCA,cfb7e35c9d1c4fda98abc9bda941ac7a,SPY,buy,market,fill,1,gtc,0.0,1,stock,117.36000061035156,3.9858334362544703,0.0
2005-06-09 09:30:00-04:00,DCA,00092a42fec24412a781936f4adcd707,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-06-09 09:30:00-04:00,DCA,00092a42fec24412a781936f4adcd707,SPY,buy,market,fill,1,gtc,0.0,1,stock,120.55999755859375,3.883646204189797,0.0
2005-07-11 09:30:00-04:00,DCA,9ade3be6bb544054b37b88063ca50b87,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-07-11 09:30:00-04:00,DCA,9ade3be6bb544054b37b88063ca50b87,SPY,buy,market,fill,1,gtc,0.0,1,stock,121.98999786376953,3.9300841104512276,0.0
2005-08-11 09:30:00-04:00,DCA,25380738af064415a5b3e463ced4187a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-08-11 09:30:00-04:00,DCA,25380738af064415a5b3e463ced4187a,SPY,buy,market,fill,1,gtc,0.0,1,stock,123.56999969482422,3.874226557737889,0.0
2005-09-12 09:30:00-04:00,DCA,5fed850a26e54790835551e0f7bf8c27,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-09-12 09:30:00-04:00,DCA,5fed850a26e54790835551e0f7bf8c27,SPY,buy,market,fill,1,gtc,0.0,1,stock,124.12999725341797,3.8249674667709597,0.0
2005-10-13 09:30:00-04:00,DCA,7ceb4f988b0d4919ac3c1226f5e922c9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-10-13 09:30:00-04:00,DCA,7ceb4f988b0d4919ac3c1226f5e922c9,SPY,buy,market,fill,1,gtc,0.0,1,stock,118.12000274658203,3.9582334586569106,0.0
2005-11-14 09:30:00-05:00,DCA,eaa46b79abee4a6e94bfbbe072730350,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-11-14 09:30:00-05:00,DCA,eaa46b79abee4a6e94bfbbe072730350,SPY,buy,market,fill,1,gtc,0.0,1,stock,123.79000091552734,3.7353289584126896,0.0
2005-12-15 09:30:00-05:00,DCA,012900d4976e4680aa7993b8bcdef2ec,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2005-12-15 09:30:00-05:00,DCA,012900d4976e4680aa7993b8bcdef2ec,SPY,buy,market,fill,1,gtc,0.0,1,stock,127.83999633789062,3.470286147343468,0.0
2006-01-17 09:30:00-05:00,DCA,82c8965f8b054ed592d2316dfca58239,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-01-17 09:30:00-05:00,DCA,82c8965f8b054ed592d2316dfca58239,SPY,buy,market,fill,1,gtc,0.0,1,stock,128.1999969482422,3.431627990168554,0.0
2006-02-17 09:30:00-05:00,DCA,af70291c985249409a7d37b519af2272,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-02-17 09:30:00-05:00,DCA,af70291c985249409a7d37b519af2272,SPY,buy,market,fill,1,gtc,0.0,1,stock,129.0500030517578,3.465143584238855,0.0
2006-03-20 09:30:00-05:00,DCA,534a346642494a4681a3102433269f37,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-03-20 09:30:00-05:00,DCA,534a346642494a4681a3102433269f37,SPY,buy,market,fill,1,gtc,0.0,1,stock,130.63999938964844,3.458179064775968,0.0
2006-04-20 10:30:00-04:00,DCA,52b1f7f4bf4c4fbe8b21e82c2378be92,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-04-20 10:30:00-04:00,DCA,52b1f7f4bf4c4fbe8b21e82c2378be92,SPY,buy,market,fill,1,gtc,0.0,1,stock,131.69000244140625,3.5491258707981923,0.0
2006-05-22 09:30:00-04:00,DCA,c27861b2769444a38c0f8836a02fd858,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-05-22 09:30:00-04:00,DCA,c27861b2769444a38c0f8836a02fd858,SPY,buy,market,fill,1,gtc,0.0,1,stock,127.18000030517578,3.6812498039080617,0.0
2006-06-22 09:30:00-04:00,DCA,65aa75f674ce4f6ea54d0d18b1a239e0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-06-22 09:30:00-04:00,DCA,65aa75f674ce4f6ea54d0d18b1a239e0,SPY,buy,market,fill,1,gtc,0.0,1,stock,124.33000183105469,3.793640961013705,0.0
2006-07-24 09:30:00-04:00,DCA,e100b36167104ea080ef7c9d10fb9f1b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-07-24 09:30:00-04:00,DCA,e100b36167104ea080ef7c9d10fb9f1b,SPY,buy,market,fill,1,gtc,0.0,1,stock,125.9800033569336,3.704226223454372,0.0
2006-08-24 09:30:00-04:00,DCA,aca1813a92114c9ba4603a902c5aac33,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-08-24 09:30:00-04:00,DCA,aca1813a92114c9ba4603a902c5aac33,SPY,buy,market,fill,1,gtc,0.0,1,stock,129.63999938964844,3.577774808847005,0.0
2006-09-25 09:30:00-04:00,DCA,ea1dba264728494b92ae21666e45d326,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-09-25 09:30:00-04:00,DCA,ea1dba264728494b92ae21666e45d326,SPY,buy,market,fill,1,gtc,0.0,1,stock,132.5,3.4171593407068235,0.0
2006-10-26 09:30:00-04:00,DCA,c37be1ca54f447f28c56877a8f7fc5e4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2006-10-26 09:30:00-04:00,DCA,c37be1ca54f447f28c56877a8f7fc5e4,SPY,buy,market,fill,1,gtc,0.0,1,stock,138.61000061035156,3.3438691546851578,0.0
2006-11-27 09:30:00-05:00,DCA,b974275bdb7749839c31a0023d29c0a5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
